originalTid,ovr,pick,pot,round,skills,tid,year,pid
2,30,12,56,2,[],2,2108,6877
11,32,11,55,2,[],11,2108,6878
23,47,5,63,1,[],23,2108,6879
26,32,9,56,2,[],26,2108,6880
5,36,20,62,1,[],5,2108,6881
1,30,16,55,2,[],1,2108,6882
-1,19,0,36,0,[],-1,2108,6883
21,37,7,56,2,[],21,2108,6884
-1,20,0,36,0,[],-1,2108,6885
12,22,30,46,2,[],12,2108,6886
3,36,25,62,1,[],3,2108,6887
18,32,22,53,2,[],18,2108,6888
18,35,22,62,1,[],18,2108,6889
22,37,28,60,1,[],22,2108,6890
6,41,7,64,1,[],6,2108,6891
16,31,26,47,2,[],16,2108,6892
19,42,5,56,2,[],19,2108,6893
17,49,13,61,1,[],17,2108,6894
29,54,4,64,1,['Di'],29,2108,6895
-1,24,0,38,0,[],-1,2108,6896
9,44,19,56,1,[],9,2108,6897
27,31,29,47,2,[],27,2108,6898
10,35,10,57,2,[],10,2108,6899
9,35,19,54,2,[],9,2108,6900
5,35,20,55,2,[],5,2108,6901
28,39,18,56,2,[],28,2108,6902
7,40,8,57,2,[],7,2108,6903
14,41,17,53,2,[],14,2108,6904
-1,28,0,43,0,[],-1,2108,6905
-1,22,0,32,0,[],-1,2108,6906
-1,16,0,27,0,[],-1,2108,6907
-1,20,0,34,0,[],-1,2108,6908
-1,20,0,31,0,[],-1,2108,6909
26,46,2,68,1,[],26,2109,6910
4,31,3,57,2,[],4,2109,6911
10,36,10,62,1,[],10,2109,6912
18,40,12,61,1,[],18,2109,6913
10,30,10,54,2,[],10,2109,6914
19,27,15,54,2,[],19,2109,6915
5,35,4,56,2,[],5,2109,6916
11,32,24,59,1,[],11,2109,6917
15,36,7,64,1,[],15,2109,6918
17,32,25,58,1,[],17,2109,6919
3,35,30,57,1,[],3,2109,6920
8,33,18,60,1,[],8,2109,6921
29,39,9,63,1,[],29,2109,6922
20,28,13,54,2,[],20,2109,6923
26,27,2,59,2,[],26,2109,6924
15,27,7,55,2,[],15,2109,6925
12,33,22,58,1,[],12,2109,6926
23,32,1,57,2,[],23,2109,6927
6,30,17,62,1,[],6,2109,6928
6,29,17,52,2,[],6,2109,6929
22,26,27,48,2,[],22,2109,6930
2,24,14,55,2,[],2,2109,6931
28,36,27,57,1,[],28,2109,6932
7,42,11,62,1,['B'],7,2109,6933
-1,13,0,31,0,[],-1,2109,6934
1,34,21,58,1,[],1,2109,6935
22,31,28,58,1,[],22,2109,6936
23,52,3,69,1,[],23,2109,6937
29,28,8,56,2,[],29,2109,6938
27,28,29,59,1,[],27,2109,6939
11,23,23,50,2,[],11,2109,6940
-1,21,0,40,0,[],-1,2109,6941
25,32,16,61,1,[],25,2109,6942
4,38,4,64,1,[],4,2109,6943
14,37,6,64,1,[],14,2109,6944
24,44,5,68,1,[],24,2109,6945
16,37,19,61,1,[],16,2109,6946
9,38,26,59,1,[],9,2109,6947
14,34,6,58,2,[],14,2109,6948
27,23,29,47,2,[],27,2109,6949
0,42,20,61,1,[],0,2109,6950
-1,23,0,39,0,[],-1,2109,6951
28,25,28,48,2,[],28,2109,6952
20,46,15,61,1,[],20,2109,6953
2,44,13,62,1,['Ps'],2,2109,6954
-1,17,0,35,0,[],-1,2109,6955
1,30,21,53,2,[],1,2109,6956
-1,22,0,44,0,[],-1,2109,6957
0,32,18,55,2,[],0,2109,6958
25,33,16,55,2,[],25,2109,6959
24,36,5,57,2,[],24,2109,6960
-1,20,0,41,0,[],-1,2109,6961
8,29,20,55,2,[],8,2109,6962
19,50,14,61,1,[],19,2109,6963
16,34,19,56,2,[],16,2109,6964
21,39,9,56,2,[],21,2109,6965
13,43,23,61,1,[],13,2109,6966
21,51,8,63,1,[],21,2109,6967
9,32,25,48,2,[],9,2109,6968
5,62,1,75,1,"['A', 'B', 'Dp', 'Ps']",5,2109,6969
12,35,22,54,2,[],12,2109,6970
18,38,12,56,2,[],18,2109,6971
13,39,24,52,2,[],13,2109,6972
-1,26,0,38,0,[],-1,2109,6973
7,42,11,56,2,[],7,2109,6974
17,32,26,54,2,[],17,2109,6975
-1,31,0,42,0,[],-1,2109,6976
3,33,30,45,2,[],3,2109,6977
-1,28,0,38,0,[],-1,2109,6978
-1,30,0,43,0,[],-1,2109,6979
17,34,12,61,1,[],17,2110,6980
14,40,6,63,1,[],14,2110,6981
21,30,8,56,2,[],21,2110,6982
3,31,23,59,1,[],3,2110,6983
23,26,9,56,2,[],23,2110,6984
5,32,20,59,1,[],5,2110,6985
8,35,13,61,1,[],8,2110,6986
0,30,7,56,2,[],0,2110,6987
10,30,14,55,2,[],10,2110,6988
21,36,9,62,1,[],21,2110,6989
15,41,1,68,1,[],15,2110,6990
26,28,2,57,2,[],26,2110,6991
20,31,18,60,1,[],20,2110,6992
20,23,18,55,2,[],20,2110,6993
-1,20,0,48,0,[],-1,2110,6994
6,31,26,58,1,[],6,2110,6995
16,31,24,58,1,[],16,2110,6996
25,35,5,66,1,[],25,2110,6997
14,26,6,57,2,[],14,2110,6998
15,31,3,57,2,[],15,2110,6999
28,28,30,58,1,[],28,2110,7000
18,31,19,59,1,[],18,2110,7001
5,26,20,54,2,[],5,2110,7002
2,31,5,56,2,[],2,2110,7003
29,24,16,55,2,[],29,2110,7004
0,34,7,64,1,[],0,2110,7005
27,25,22,60,1,[],27,2110,7006
13,31,25,58,1,[],13,2110,7007
25,28,4,57,2,[],25,2110,7008
3,28,23,53,2,[],3,2110,7009
11,31,17,54,2,[],11,2110,7010
8,28,13,55,2,[],8,2110,7011
4,34,3,67,1,[],4,2110,7012
12,26,22,53,2,[],12,2110,7013
26,41,4,67,1,['B'],26,2110,7014
2,51,2,67,1,"['B', 'Ps']",2,2110,7015
7,37,11,65,1,[],7,2110,7016
11,39,17,61,1,[],11,2110,7017
-1,30,0,48,0,[],-1,2110,7018
4,38,1,58,2,[],4,2110,7019
28,25,29,53,2,[],28,2110,7020
1,37,27,59,1,[],1,2110,7021
-1,18,0,30,0,[],-1,2110,7022
-1,22,0,40,0,[],-1,2110,7023
7,29,10,59,2,[],7,2110,7024
-1,27,0,48,0,[],-1,2110,7025
22,34,29,60,1,[],22,2110,7026
-1,19,0,35,0,[],-1,2110,7027
27,30,21,56,2,[],27,2110,7028
18,33,19,55,2,[],18,2110,7029
6,33,26,51,2,[],6,2110,7030
16,29,25,55,2,[],16,2110,7031
-1,20,0,45,0,[],-1,2110,7032
1,33,27,55,2,[],1,2110,7033
9,42,28,58,1,[],9,2110,7034
19,34,15,59,2,[],19,2110,7035
29,45,15,61,1,[],29,2110,7036
23,50,8,64,1,[],23,2110,7037
19,45,16,61,1,[],19,2110,7038
12,41,21,61,1,[],12,2110,7039
24,39,11,57,2,[],24,2110,7040
10,46,14,62,1,[],10,2110,7041
24,51,10,62,1,[],24,2110,7042
13,40,24,55,2,[],13,2110,7043
22,35,30,51,2,[],22,2110,7044
9,37,28,51,2,[],9,2110,7045
17,44,12,55,2,[],4,2110,7046
-1,28,0,39,0,[],-1,2110,7047
-1,28,0,43,0,[],-1,2110,7048
-1,29,0,42,0,[],-1,2110,7049
11,32,10,62,1,[],11,2111,7050
16,31,27,56,1,[],16,2111,7051
19,29,14,61,1,[],19,2111,7052
14,36,15,59,1,[],14,2111,7053
6,23,24,48,2,[],6,2111,7054
26,27,2,56,2,[],26,2111,7055
0,25,20,51,2,[],0,2111,7056
13,24,22,51,2,[],13,2111,7057
4,43,4,67,1,"['B', 'Dp']",4,2111,7058
-1,19,0,43,0,[],-1,2111,7059
26,41,3,67,1,[],26,2111,7060
27,22,23,51,2,[],27,2111,7061
21,31,4,55,2,[],21,2111,7062
20,27,18,52,2,[],20,2111,7063
15,39,7,63,1,['B'],15,2111,7064
23,27,6,55,2,[],23,2111,7065
29,32,19,58,1,[],29,2111,7066
18,24,13,53,2,[],18,2111,7067
12,26,9,54,2,[],12,2111,7068
-1,20,0,40,0,[],-1,2111,7069
10,33,11,61,1,[],10,2111,7070
27,31,21,58,1,[],27,2111,7071
8,32,13,61,1,[],8,2111,7072
5,24,21,51,2,[],5,2111,7073
4,33,1,55,2,[],4,2111,7074
25,29,3,56,2,[],25,2111,7075
16,20,26,48,2,[],16,2111,7076
29,26,19,51,2,[],29,2111,7077
10,25,10,53,2,[],10,2111,7078
18,35,12,62,1,[],18,2111,7079
6,28,24,58,1,[],6,2111,7080
7,28,14,52,2,[],7,2111,7081
20,30,17,59,1,[],20,2111,7082
11,24,11,54,2,[],11,2111,7083
15,29,5,55,2,[],15,2111,7084
1,26,28,48,2,[],1,2111,7085
3,33,26,59,1,[],3,2111,7086
17,51,1,69,1,[],17,2111,7087
9,35,30,56,1,[],9,2111,7088
2,32,8,56,2,[],2,2111,7089
22,35,25,59,1,[],22,2111,7090
1,33,28,59,1,[],1,2111,7091
28,26,17,55,2,[],28,2111,7092
-1,23,0,41,0,[],-1,2111,7093
-1,22,0,40,0,[],-1,2111,7094
12,41,9,63,1,[],12,2111,7095
8,29,15,54,2,[],8,2111,7096
21,53,5,64,1,[],21,2111,7097
24,32,29,59,1,[],24,2111,7098
17,32,7,55,2,[],17,2111,7099
25,51,2,68,1,[],25,2111,7100
-1,24,0,44,0,[],-1,2111,7101
22,33,25,47,2,[],22,2111,7102
23,52,6,66,1,[],23,2111,7103
14,36,12,55,2,[],14,2111,7104
28,43,18,60,1,[],28,2111,7105
13,37,22,63,1,[],13,2111,7106
5,42,23,60,1,[],5,2111,7107
2,48,8,63,1,[],2,2111,7108
3,32,27,50,2,[],3,2111,7109
19,35,16,54,2,[],19,2111,7110
-1,21,0,35,0,[],-1,2111,7111
-1,27,0,45,0,[],-1,2111,7112
0,47,20,59,1,[],0,2111,7113
7,50,16,59,1,[],7,2111,7114
24,34,29,49,2,[],24,2111,7115
-1,27,0,37,0,[],-1,2111,7116
-1,28,0,37,0,[],-1,2111,7117
9,31,30,47,2,[],9,2111,7118
-1,27,0,45,0,[],-1,2111,7119
25,54,1,73,1,"['B', 'Dp', 'Ps']",25,2112,7120
17,35,8,62,1,[],17,2112,7121
6,30,26,56,1,[],6,2112,7122
15,39,6,62,1,[],15,2112,7123
1,24,20,51,2,[],1,2112,7124
19,30,2,55,2,[],19,2112,7125
1,28,17,60,1,[],1,2112,7126
7,28,9,54,2,[],7,2112,7127
19,35,5,63,1,[],19,2112,7128
28,31,5,54,2,[],28,2112,7129
14,31,22,58,1,[],14,2112,7130
3,33,23,56,1,[],3,2112,7131
23,24,16,53,2,[],23,2112,7132
21,26,10,54,2,[],21,2112,7133
2,31,12,61,1,[],2,2112,7134
27,26,21,58,1,[],27,2112,7135
22,31,20,58,1,[],22,2112,7136
0,24,23,50,2,[],0,2112,7137
10,22,12,55,2,[],10,2112,7138
-1,23,0,43,0,[],-1,2112,7139
4,34,19,58,1,[],4,2112,7140
13,28,28,56,1,[],13,2112,7141
18,27,7,55,2,[],18,2112,7142
11,23,13,54,2,[],11,2112,7143
26,47,2,66,1,['B'],26,2112,7144
0,32,24,56,1,[],0,2112,7145
20,24,19,51,2,[],20,2112,7146
5,34,14,59,1,[],5,2112,7147
7,33,10,62,1,[],7,2112,7148
3,23,24,48,2,[],3,2112,7149
15,25,8,55,2,[],15,2112,7150
14,21,21,51,2,[],14,2112,7151
27,22,22,50,2,[],27,2112,7152
17,31,6,54,2,[],17,2112,7153
2,27,14,53,2,[],2,2112,7154
12,36,3,56,2,[],12,2112,7155
18,44,7,62,1,[],18,2112,7156
29,27,28,48,2,[],29,2112,7157
16,35,27,58,1,[],16,2112,7158
21,41,9,63,1,[],21,2112,7159
-1,19,0,40,0,[],-1,2112,7160
4,29,18,54,2,[],4,2112,7161
-1,22,0,40,0,[],-1,2112,7162
26,34,1,57,2,[],26,2112,7163
-1,28,0,47,0,[],-1,2112,7164
24,33,25,59,1,[],24,2112,7165
-1,28,0,45,0,[],-1,2112,7166
12,46,4,68,1,['Dp'],12,2112,7167
-1,24,0,48,0,[],-1,2112,7168
20,35,18,61,1,[],20,2112,7169
25,32,4,57,2,[],25,2112,7170
28,44,3,67,1,[],28,2112,7171
6,27,26,48,2,[],6,2112,7172
5,38,15,54,2,[],5,2112,7173
29,40,29,57,1,[],29,2112,7174
23,44,16,60,1,[],23,2112,7175
10,43,15,61,1,[],10,2112,7176
-1,21,0,37,0,[],-1,2112,7177
8,46,11,62,1,['Po'],8,2112,7178
11,42,13,63,1,[],11,2112,7179
9,39,30,58,1,['B'],9,2112,7180
-1,30,0,46,0,[],-1,2112,7181
13,34,29,48,2,[],13,2112,7182
8,40,11,56,2,[],8,2112,7183
22,40,17,54,2,[],22,2112,7184
-1,31,0,42,0,[],-1,2112,7185
24,33,25,55,2,[],24,2112,7186
9,31,30,45,2,[],9,2112,7187
16,34,27,49,2,[],16,2112,7188
-1,23,0,32,0,[],-1,2112,7189
20,50,1,68,1,['A'],20,2113,7190
27,34,14,59,1,[],27,2113,7191
11,31,15,59,1,[],11,2113,7192
13,29,22,58,1,[],13,2113,7193
29,31,23,57,1,[],29,2113,7194
18,25,12,55,2,[],18,2113,7195
28,45,2,67,1,[],28,2113,7196
23,31,25,57,1,[],23,2113,7197
24,26,14,53,2,[],24,2113,7198
19,37,9,62,1,[],19,2113,7199
12,31,24,57,1,[],12,2113,7200
19,27,13,54,2,[],19,2113,7201
14,28,28,57,1,[],14,2113,7202
1,31,19,59,1,[],1,2113,7203
11,27,10,55,2,[],11,2113,7204
24,30,16,59,1,[],24,2113,7205
0,30,26,57,1,[],0,2113,7206
25,36,4,65,1,[],25,2113,7207
17,34,5,65,1,[],17,2113,7208
2,23,27,44,2,[],2,2113,7209
3,36,13,61,1,[],3,2113,7210
-1,18,0,40,0,[],-1,2113,7211
16,32,30,56,1,[],16,2113,7212
4,32,12,60,1,[],4,2113,7213
17,23,4,57,2,[],17,2113,7214
7,28,8,55,2,[],7,2113,7215
0,21,26,46,2,[],0,2113,7216
26,26,6,56,2,[],26,2113,7217
5,31,20,58,1,[],5,2113,7218
7,37,8,63,1,[],7,2113,7219
10,31,21,58,1,[],10,2113,7220
8,30,11,54,2,[],8,2113,7221
-1,18,0,33,0,[],-1,2113,7222
10,27,21,49,2,[],10,2113,7223
12,24,23,48,2,[],12,2113,7224
16,26,30,45,2,[],16,2113,7225
18,46,10,61,1,"['Di', 'Po', 'R']",18,2113,7226
14,26,28,44,2,[],14,2113,7227
2,34,27,59,1,[],2,2113,7228
22,49,3,70,1,['B'],22,2113,7229
6,30,17,53,2,[],6,2113,7230
1,30,18,52,2,[],1,2113,7231
28,35,2,57,2,[],28,2113,7232
8,44,11,62,1,['B'],8,2113,7233
27,31,16,54,2,[],27,2113,7234
3,30,15,55,2,[],3,2113,7235
20,33,1,58,2,[],20,2113,7236
22,33,5,57,2,[],22,2113,7237
4,32,9,57,2,[],4,2113,7238
21,35,7,56,2,[],21,2113,7239
25,32,3,58,2,[],25,2113,7240
23,26,25,48,2,[],23,2113,7241
15,26,19,54,2,[],15,2113,7242
9,41,29,57,1,[],9,2113,7243
21,55,7,67,1,[],21,2113,7244
13,35,20,52,2,[],13,2113,7245
-1,28,0,44,0,[],-1,2113,7246
26,52,6,62,1,[],26,2113,7247
5,32,22,53,2,[],5,2113,7248
-1,22,0,33,0,[],-1,2113,7249
-1,27,0,45,0,[],-1,2113,7250
6,44,17,59,1,[],6,2113,7251
15,48,18,58,1,[],15,2113,7252
29,32,24,54,2,[],29,2113,7253
-1,29,0,43,0,[],-1,2113,7254
9,30,29,42,2,[],9,2113,7255
-1,24,0,33,0,[],-1,2113,7256
-1,24,0,33,0,[],-1,2113,7257
-1,33,0,44,0,[],-1,2113,7258
-1,19,0,29,0,[],-1,2113,7259
20,42,1,73,1,[],20,2114,7260
24,37,9,61,1,[],24,2114,7261
4,36,8,62,1,[],4,2114,7262
12,25,14,50,2,[],12,2114,7263
14,28,21,57,1,[],14,2114,7264
6,30,23,56,1,[],6,2114,7265
23,27,4,53,2,[],23,2114,7266
11,29,5,52,2,[],11,2114,7267
22,40,3,65,1,[],22,2114,7268
0,27,29,55,1,[],0,2114,7269
23,39,5,63,1,[],23,2114,7270
-1,19,0,37,0,[],-1,2114,7271
2,26,24,56,1,[],2,2114,7272
10,34,11,61,1,[],10,2114,7273
19,30,19,58,1,[],19,2114,7274
5,33,13,60,1,[],5,2114,7275
4,26,8,52,2,[],4,2114,7276
16,25,28,55,1,[],16,2114,7277
1,31,27,54,1,[],1,2114,7278
25,31,18,58,1,[],25,2114,7279
24,26,9,52,2,[],24,2114,7280
29,21,13,52,2,[],29,2114,7281
3,51,4,66,1,['B'],3,2114,7282
12,30,16,61,1,[],12,2114,7283
11,39,7,63,1,['B'],11,2114,7284
13,29,25,56,1,[],13,2114,7285
10,23,10,51,2,[],10,2114,7286
3,27,3,54,2,[],3,2114,7287
8,22,18,48,2,[],8,2114,7288
29,30,12,62,1,[],29,2114,7289
21,18,26,43,2,[],21,2114,7290
7,35,15,58,1,[],7,2114,7291
17,24,20,45,2,[],17,2114,7292
28,24,1,55,2,[],28,2114,7293
7,26,12,50,2,[],7,2114,7294
15,35,10,65,1,[],15,2114,7295
27,27,21,50,2,[],27,2114,7296
17,37,20,60,1,[],17,2114,7297
22,30,2,57,2,[],22,2114,7298
5,25,15,53,2,[],5,2114,7299
28,56,2,73,1,"['A', 'B', 'Dp']",28,2114,7300
-1,23,0,41,0,[],-1,2114,7301
18,30,16,51,2,[],18,2114,7302
15,30,11,54,2,[],15,2114,7303
14,27,22,46,2,[],14,2114,7304
26,46,6,64,1,[],26,2114,7305
20,31,7,54,2,[],20,2114,7306
19,27,19,49,2,[],19,2114,7307
-1,17,0,32,0,[],-1,2114,7308
6,23,23,48,2,[],6,2114,7309
-1,23,0,40,0,[],-1,2114,7310
-1,20,0,36,0,[],-1,2114,7311
25,29,17,51,2,[],25,2114,7312
27,43,22,58,1,[],27,2114,7313
-1,24,0,37,0,[],-1,2114,7314
21,40,26,56,1,"['A', 'Dp']",21,2114,7315
16,29,27,43,2,[],16,2114,7316
1,25,28,44,2,[],1,2114,7317
2,27,24,47,2,[],2,2114,7318
8,44,14,60,1,[],8,2114,7319
18,42,17,61,1,['3'],18,2114,7320
13,30,25,45,2,[],13,2114,7321
26,41,6,54,2,[],26,2114,7322
-1,28,0,43,0,[],-1,2114,7323
9,41,30,55,1,[],9,2114,7324
0,31,29,41,2,[],0,2114,7325
-1,21,0,29,0,[],-1,2114,7326
-1,24,0,36,0,[],-1,2114,7327
9,28,30,37,2,[],9,2114,7328
-1,20,0,31,0,[],-1,2114,7329
20,50,1,74,1,"['3', 'A']",20,2115,7330
27,33,20,59,1,[],27,2115,7331
28,33,25,57,1,[],28,2115,7332
26,42,4,65,1,[],26,2115,7333
15,32,17,61,1,[],15,2115,7334
4,35,3,67,1,[],4,2115,7335
19,25,16,53,2,[],19,2115,7336
5,26,7,55,2,[],5,2115,7337
16,37,5,66,1,['B'],16,2115,7338
4,27,8,55,2,[],4,2115,7339
13,20,30,43,2,[],13,2115,7340
8,35,15,61,1,[],8,2115,7341
2,35,10,66,1,[],2,2115,7342
15,23,15,53,2,[],15,2115,7343
6,38,23,57,1,[],6,2115,7344
0,29,29,58,1,[],0,2115,7345
3,32,18,61,1,[],3,2115,7346
11,23,26,49,2,[],11,2115,7347
7,22,22,50,2,[],7,2115,7348
7,33,21,58,1,[],7,2115,7349
23,36,13,61,1,[],23,2115,7350
29,25,6,55,2,[],29,2115,7351
24,33,22,58,1,[],24,2115,7352
1,28,28,57,1,[],1,2115,7353
21,35,8,65,1,[],21,2115,7354
17,35,9,64,1,[],17,2115,7355
17,29,9,54,2,[],17,2115,7356
10,35,14,61,1,['B'],10,2115,7357
18,22,20,52,2,[],18,2115,7358
-1,21,0,46,0,[],-1,2115,7359
-1,22,0,39,0,[],-1,2115,7360
12,23,24,48,2,[],12,2115,7361
13,31,30,56,1,[],13,2115,7362
3,25,18,51,2,[],3,2115,7363
-1,16,0,38,0,[],-1,2115,7364
25,45,12,63,1,[],25,2115,7365
16,31,4,58,2,[],16,2115,7366
19,41,16,62,1,[],19,2115,7367
11,39,26,59,1,[],11,2115,7368
22,44,11,64,1,[],22,2115,7369
10,28,17,55,2,[],10,2115,7370
14,32,1,59,2,[],14,2115,7371
28,27,25,49,2,[],28,2115,7372
24,28,21,51,2,[],24,2115,7373
-1,24,0,39,0,[],-1,2115,7374
29,48,7,64,1,[],29,2115,7375
2,35,10,55,2,[],2,2115,7376
23,32,12,55,2,[],23,2115,7377
0,25,29,48,2,[],0,2115,7378
21,32,5,57,2,[],21,2115,7379
1,26,28,49,2,[],1,2115,7380
25,34,13,54,2,[],25,2115,7381
18,38,19,62,1,[],18,2115,7382
12,43,24,59,1,[],12,2115,7383
27,35,19,51,2,[],27,2115,7384
22,37,14,55,2,[],22,2115,7385
-1,30,0,41,0,[],-1,2115,7386
9,30,27,48,2,[],9,2115,7387
26,37,3,60,2,[],26,2115,7388
14,55,2,68,1,"['A', 'B']",14,2115,7389
20,39,2,57,2,[],20,2115,7390
9,43,27,58,1,[],9,2115,7391
5,53,6,66,1,[],5,2115,7392
8,43,11,55,2,[],8,2115,7393
-1,31,0,45,0,[],-1,2115,7394
-1,29,0,40,0,[],-1,2115,7395
6,36,23,52,2,[],6,2115,7396
-1,29,0,47,0,[],-1,2115,7397
-1,31,0,44,0,[],-1,2115,7398
-1,30,0,37,0,[],-1,2115,7399
15,34,8,61,1,[],15,2116,7400
10,28,5,56,2,[],10,2116,7401
23,33,3,55,2,[],23,2116,7402
16,36,16,60,1,[],16,2116,7403
19,33,18,59,1,[],19,2116,7404
6,33,17,60,1,[],6,2116,7405
13,29,29,57,1,[],13,2116,7406
28,33,7,62,1,[],28,2116,7407
7,33,13,61,1,[],7,2116,7408
11,24,25,59,1,[],11,2116,7409
5,28,9,55,2,[],5,2116,7410
22,26,12,54,2,[],22,2116,7411
1,23,26,51,2,[],1,2116,7412
2,28,10,55,2,[],2,2116,7413
27,34,23,57,1,[],27,2116,7414
4,30,2,56,2,[],4,2116,7415
-1,18,0,34,0,[],-1,2116,7416
15,29,8,55,2,[],15,2116,7417
4,43,1,70,1,[],4,2116,7418
21,27,11,54,2,[],21,2116,7419
25,32,21,51,2,[],25,2116,7420
14,23,25,50,2,[],14,2116,7421
14,31,24,59,1,[],14,2116,7422
20,31,7,55,2,[],20,2116,7423
-1,20,0,43,0,[],-1,2116,7424
3,24,23,52,2,[],3,2116,7425
26,34,1,56,2,['R'],26,2116,7426
0,41,2,64,1,[],0,2116,7427
7,26,13,55,2,[],7,2116,7428
17,28,14,53,2,[],17,2116,7429
17,33,14,61,1,[],17,2116,7430
-1,22,0,39,0,[],-1,2116,7431
12,33,19,59,1,[],12,2116,7432
18,25,16,54,2,[],18,2116,7433
0,29,4,56,2,[],0,2116,7434
25,36,21,61,1,[],25,2116,7435
23,59,3,76,1,"['A', 'B', 'Dp']",23,2116,7436
29,30,28,50,2,[],29,2116,7437
2,40,9,64,1,[],2,2116,7438
9,28,30,49,2,[],9,2116,7439
1,34,26,60,1,[],1,2116,7440
24,30,19,54,2,[],24,2116,7441
12,30,20,54,2,[],12,2116,7442
11,27,24,53,2,[],11,2116,7443
-1,30,0,41,0,[],-1,2116,7444
26,45,4,64,1,[],26,2116,7445
29,33,28,60,1,[],29,2116,7446
-1,26,0,41,0,[],-1,2116,7447
24,37,20,61,1,[],24,2116,7448
19,29,17,55,2,[],19,2116,7449
18,39,15,62,1,[],18,2116,7450
28,33,6,58,2,[],28,2116,7451
-1,26,0,44,0,[],-1,2116,7452
6,36,18,54,2,[],6,2116,7453
22,48,11,61,1,[],22,2116,7454
3,43,22,59,1,[],3,2116,7455
27,36,22,52,2,[],27,2116,7456
9,40,30,57,1,[],9,2116,7457
-1,26,0,49,0,[],-1,2116,7458
20,46,6,64,1,[],20,2116,7459
16,34,15,57,2,[],16,2116,7460
10,48,5,63,1,[],10,2116,7461
21,48,12,63,1,"['B', 'Dp']",21,2116,7462
8,47,27,57,1,[],8,2116,7463
5,50,10,61,1,['Po'],5,2116,7464
-1,21,0,33,0,[],-1,2116,7465
8,35,27,52,2,[],8,2116,7466
13,35,29,52,2,[],13,2116,7467
-1,27,0,36,0,[],-1,2116,7468
-1,24,0,33,0,[],-1,2116,7469
22,31,22,58,1,[],22,2117,7470
15,36,5,63,1,['R'],15,2117,7471
26,30,19,58,1,[],26,2117,7472
27,32,13,60,1,[],27,2117,7473
14,33,14,60,1,[],14,2117,7474
17,31,26,56,1,[],17,2117,7475
1,24,21,51,2,[],1,2117,7476
11,29,30,56,1,[],11,2117,7477
-1,19,0,40,0,[],-1,2117,7478
9,22,23,51,2,[],9,2117,7479
21,27,12,62,1,[],21,2117,7480
6,27,28,57,1,[],6,2117,7481
18,31,17,51,2,[],18,2117,7482
29,37,1,64,1,[],29,2117,7483
10,34,7,63,1,[],10,2117,7484
28,28,20,59,1,[],28,2117,7485
5,35,15,59,1,[],5,2117,7486
28,24,20,52,2,[],28,2117,7487
23,26,9,54,2,[],23,2117,7488
-1,22,0,43,0,[],-1,2117,7489
17,25,25,50,2,[],17,2117,7490
14,21,15,54,2,[],14,2117,7491
4,34,2,64,1,[],4,2117,7492
-1,18,0,42,0,[],-1,2117,7493
19,35,8,61,1,[],19,2117,7494
8,30,18,59,1,[],8,2117,7495
23,34,10,61,1,[],23,2117,7496
1,30,21,58,1,[],1,2117,7497
24,25,24,49,2,[],24,2117,7498
24,31,23,57,1,[],24,2117,7499
15,28,4,55,2,[],15,2117,7500
29,25,10,54,2,[],29,2117,7501
6,23,28,49,2,[],6,2117,7502
5,24,14,54,2,[],5,2117,7503
13,27,27,57,1,[],13,2117,7504
3,29,30,49,2,[],3,2117,7505
7,33,13,54,2,[],7,2117,7506
3,36,29,57,1,[],3,2117,7507
0,31,8,56,2,[],0,2117,7508
25,35,3,56,2,[],25,2117,7509
22,28,22,54,2,[],22,2117,7510
20,33,1,58,2,[],20,2117,7511
19,34,7,56,2,[],19,2117,7512
8,27,19,55,2,[],8,2117,7513
11,26,29,49,2,[],11,2117,7514
2,32,26,49,2,[],2,2117,7515
20,49,3,62,1,[],20,2117,7516
-1,15,0,32,0,[],-1,2117,7517
12,32,16,54,2,[],12,2117,7518
-1,29,0,47,0,[],-1,2117,7519
18,39,17,60,1,[],18,2117,7520
16,29,2,59,2,[],16,2117,7521
4,37,6,55,2,[],4,2117,7522
7,46,11,61,1,[],7,2117,7523
25,45,6,66,1,[],25,2117,7524
27,38,11,55,2,[],27,2117,7525
26,35,18,55,2,[],26,2117,7526
10,37,5,58,2,[],10,2117,7527
-1,21,0,32,0,[],-1,2117,7528
0,50,9,61,1,[],0,2117,7529
2,41,25,59,1,[],2,2117,7530
16,53,4,64,1,"['B', 'Ps']",16,2117,7531
13,35,27,52,2,[],13,2117,7532
12,48,16,59,1,[],12,2117,7533
21,39,12,56,2,[],21,2117,7534
9,37,24,58,1,['Ps'],9,2117,7535
-1,35,0,48,0,[],-1,2117,7536
-1,29,0,43,0,[],-1,2117,7537
-1,21,0,29,0,[],-1,2117,7538
-1,20,0,33,0,[],-1,2117,7539
2,33,25,57,1,[],2,2118,7540
10,30,3,55,2,[],10,2118,7541
28,32,2,66,1,[],28,2118,7542
11,23,30,48,2,[],11,2118,7543
16,28,18,62,1,[],16,2118,7544
15,34,15,61,1,[],15,2118,7545
8,36,11,61,1,[],8,2118,7546
18,36,21,58,1,[],18,2118,7547
6,29,29,56,1,[],6,2118,7548
8,27,9,54,2,[],8,2118,7549
23,34,7,64,1,[],23,2118,7550
24,33,14,61,1,[],24,2118,7551
2,24,25,51,2,[],2,2118,7552
23,27,8,55,2,[],23,2118,7553
0,27,2,56,2,[],0,2118,7554
11,28,30,56,1,[],11,2118,7555
